"rowkey","occurrenceID","eventID","catalogNumber","collectionCode","dcterms:type","dcterms:license processed","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","dcterms:references","taxonID","scientificName processed","scientificNameAuthorship","nomenclaturalStatus","taxonRemarks","identificationRemarks","identifiedBy processed","identificationVerificationStatus","identificationVerificationStatus processed","kingdom","phylum processed","class processed","order processed","family processed","genus processed","specificEpithet","infraspecificEpithet","eventDate processed","eventTime","verbatimEventDate","day processed","month processed","year processed","eventDateEnd processed","endDay processed","endMonth processed","endYear processed","locationID","higherGeographyID","higherGeography","islandGroup","island","countryCode","county","gridreference","verbatimLocality","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","georeferenceVerificationStatus processed","georeferenceRemarks","geologicalContextID","basisOfRecord processed","occurrenceStatus processed","occurrenceRemarks","vitality","dynamicProperties","recordNumber","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","behavior","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","samplingEffort","sampleSizeUnit","measurementDeterminedDate","relationshipAccordingTo","resourceRelationshipID","measurementRemarks","measurementValue","relationshipRemarks","resourceID","relationshipEstablishedDate","relationshipOfResource","measurementMethod","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","collectionID","datasetID","institutionCode","fieldNotes","eventRemarks","datasetName","ownerInstitutionCode","otherCatalogNumbers","materialSampleID","decimalLatitude processed","decimalLongitude processed","Coordinate uncertainty - processed"
"2a1ef97b-8e3f-4282-81e6-92d78992430a","53706129","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2006-01-08",,,"08","01","2006",,,,,,,,,,,,"NY65",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.88851","-2.547147","7071.1"
"2a74d7ca-7b8f-4669-b7f7-af533ecf5caa","104700683","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2018-03-24",,,"24","03","2018",,,,,,,,,,,,"NY00",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.431513","-3.465989","7071.1"
"2de36f32-ca45-4430-a418-aedc9386cd2c","71665368","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2010-03-17",,,"17","03","2010",,,,,,,,,,,,"SD48",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.257699","-2.845768","7071.1"
"3204346a-ffa1-424a-afad-637601058d85","65291119","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2010-01-28",,,"28","01","2010",,,,,,,,,,,,"NY54",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.79785","-2.701465","7071.1"
"331cd99e-ba1d-439a-a13f-d547c70c8f00","90725875","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2011-01-31",,,"31","01","2011",,,,,,,,,,,,"NY66",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.978368","-2.548368","7071.1"
"34d285f6-250f-4d41-92ed-fd193052f86a","69056474","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2009-04-11",,,"11","04","2009",,,,,,,,,,,,"NY22",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.614561","-3.162853","7071.1"
"3fdf7dab-d0f3-4c76-91ea-b721a7cb61f2","116669330","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2019-08-31",,,"31","08","2019",,,,,,,,,,,,"NY35",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.885503","-3.014757","7071.1"
"43a234e8-860c-4689-b26e-870d9577a82d","66255522","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2006-01-30",,,"30","01","2006",,,,,,,,,,,,"SD19",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.343438","-3.309017","7071.1"
"44c08bee-8143-4619-b43f-67e4daaebdb4","84412934","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2013-07-23",,,"23","07","2013",,,,,,,,,,,,"NY52",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.618132","-2.698369","7071.1"
"46c07ccd-d620-4fdb-bed5-4037ffd0db33","94131267","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2014-03-04",,,"04","03","2014",,,,,,,,,,,,"NY55",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.887707","-2.703026","7071.1"
"496b121d-03ae-4a15-adc4-e5a49665ed51","85814153","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2011-10-24",,,"24","10","2011",,,,,,,,,,,,"NY66",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.978368","-2.548368","7071.1"
"49eff5cb-b7cd-4635-9a00-588433e92997","88719817","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Unconfirmed - not reviewed","Unconfirmed - not reviewed","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2015-04-25",,,"25","04","2015",,,,,,,,,,,,"SD29",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.345008","-3.155229","7071.1"
"4df3a21e-0ab9-456d-b239-c76ef7eac3dd","64518307","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2009-05-17",,,"17","05","2009",,,,,,,,,,,,"NY66",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.978368","-2.548368","7071.1"
"4f59e610-dbde-4a35-8927-c1a86bde229c","10202588","",,,,"OGL","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"1993-06-24",,,"24","06","1993",,,,,,,,,,,,"NY66",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO/JNCC/RSPB partnership)",,,,"54.978368","-2.548368","7071.1"
"4f7339f3-d7c8-4ab3-9147-eb95373e9166","69249873","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2010-11-28",,,"28","11","2010",,,,,,,,,,,,"NY22",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.614561","-3.162853","7071.1"
"5112a6c8-8f14-4e16-9f0d-c729e0109e26","53898462","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2010-01-12",,,"12","01","2010",,,,,,,,,,,,"NY11",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.523131","-3.31476","7071.1"
"51b20334-e2c4-4e4e-b364-a2f5cbc70264","114463758","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2016-08-26",,,"26","08","2016",,,,,,,,,,,,"NY65",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.88851","-2.547147","7071.1"
"522e2461-c8f1-43a5-8357-1ae56a34958b","57568236","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2010-11-30",,,"30","11","2010",,,,,,,,,,,,"NY01",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.521352","-3.469206","7071.1"
"52325ab4-460e-42c7-a236-2e2820741297","50618197","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2009-04-22",,,"22","04","2009",,,,,,,,,,,,"NY65",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.88851","-2.547147","7071.1"
"52c8741b-76e0-458c-83bf-7355cec0461a","69732562","",,,,"CC-BY-NC","BTO",,,,"NHMSYS0000530119","Accipiter gentilis",,,,,,"Accepted - considered correct","Accepted - considered correct","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter",,,"2010-04-18",,,"18","04","2010",,,,,,,,,,,,"NY65",,,,,,,,,"HumanObservation","present",,"alive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BTO",,,"Birds (BTO+partners)",,,,"54.88851","-2.547147","7071.1"
